Facility Name,Type,Health Facility Code,Classification,Street Name and #,Zip Code,Region,Province,City/Municipality,Barangay Name,Landline Number
CALALANG GENERAL HOSPITAL,Hospital,3765,Private,16R VALENZUELA STREET MC ARTHUR HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,MARULAS,+63 022916802
DON GALO HEALTH CENTER,Rural Health Unit,3784,Government,ENRIQUE M. FACTOR ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,DON GALO,
CALLEJO MEDICAL CLINIC,Hospital,3790,Private,545A REAL STREET TALON GARDEN,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON UNO,+63 028723795
DANIEL FAJARDO HEALTH CENTER,Rural Health Unit,3837,Government,PATOL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,DANIEL FAJARDO,+63 028285308
ELYSIAN HEALTH CENTER,Rural Health Unit,3839,Government,ELYSIAN SUBDIVISION,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,MARULAS,+63 024451864
M. EARNSHAW HEALTH CENTER,Rural Health Unit,3840,Government,677 M. EARNSHAW STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,,+63 027498273
MA. CLARA HEALTH CENTER,Rural Health Unit,3841,Government,1801 MA. CLARA STREET CORNER PRUDENCIO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,BARANGAY 483,+63 027312661
A. MABINI HEALTH CENTER,Rural Health Unit,3842,Government,899 GONZALO PUYAT STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,BARANGAY 392,+63 027357131
M. DELA CRUZ HEALTH CENTER,Rural Health Unit,3843,Government,M. DELA CRUZ STREET,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 128,+63 028436003
AMANG RODRIGUEZ MEDICAL CENTER,Hospital,3872,Government,SUMULONG HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,SANTO NI??O,+63 029420245
AMISOLA MATERNITY HOSPITAL,Hospital,3873,Private,1068 HERMOSA STREET,1013,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,,+63 022523335
SABATER GENERAL HOSPITAL,Hospital,3884,Private,20 CARUNCHO AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,SAN NICOLAS (POB.),+63 026418194
KALAYAAN HEALTH CENTER,Rural Health Unit,3889,Government,KALAYAAN VILLAGE,1309,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 201,+63 028223694
TEJEROS HEALTH CENTER,Rural Health Unit,3897,Government,2903 H. SANTOS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,TEJEROS,+63 028909636
RINCON HEALTH CENTER,Rural Health Unit,3898,Government,FELO I SUBDIVISION,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,RINCON,
PROJECT 4 HEALTH CENTER,Rural Health Unit,3925,Government,P. TUAZON CORNER KALANTIAW STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BAGUMBUHAY,+63 029125244
POLO HEALTH CENTER,Rural Health Unit,3977,Government,74 M.H. DEL PILAR,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,POBLACION,
MANILA DOCTORS HOSPITAL,Hospital,3999,Private,667 UNITED NATIONS AVENUE,1000,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,BARANGAY 667,+63 025243011
NEOPOLITAN GENERAL HOSPITAL,Hospital,4022,Private,FLORDELIZA BLDG. KM23 LAGRO,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,GREATER LAGRO,+63 029364575
PILAR HEALTH CENTER,Rural Health Unit,4038,Government,"AGUIRRE ROAD, PILAR VILLAGE",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,PILAR,+63 028004351
SAN ROQUE HEALTH CENTER,Rural Health Unit,4050,Government,M. ROXAS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,SAN ROQUE,
SANIBOY HEALTH CENTER,Rural Health Unit,4051,Government,SANIBOY STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,HULO,
LIGID HEALTH CENTER,Rural Health Unit,4082,Government,LABAO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,LIGID-TIPAS,+63 026425378
NANGKA HEALTH CENTER,Rural Health Unit,4099,Government,BALUBAD STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,NANGKA,+63 029431279
NAMAYAN HEALTH CENTER,Rural Health Unit,4110,Government,CLARO CASTAÑEDA,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,NAMAYAN,
BEATO-CAUILAN HOSPITAL,Hospital,4123,Private,BLOCK 9 LOT 1 VILLA CAROLINA SUBDIVISION,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,TUNASAN,+63 028615284
QUEZON CITY GENERAL HOSPITAL,Hospital,4124,Government,"SEMINARY ROAD, EDSA",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BAHAY TORO,+63 024554801
VIAN FAMILY HOSPITAL,Hospital,4135,Private,4041 QUE GRANDE STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,UGONG,+63 024543433
PALTOC HEALTH CENTER,Rural Health Unit,4151,Government,SAN JOSE STREET CORNER PUREZA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,BARANGAY 421,+63 027150356
MAYOR DELFIN C. SALONGA MEMORIAL HEALTH CENTER,Rural Health Unit,4171,Government,EMERALD SUBDIVISION M. LOZADO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PATEROS,SANTO ROSARIO-KANLURAN,+63 026413246
SUMILANG SUPER HEALTH CENTER,Rural Health Unit,4173,Government,,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,SANTA ROSA,
UGONG HEALTH CENTER,Rural Health Unit,4235,Government,4037 QUE GRANDE STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,UGONG,+63 029837053
BF CARNIVAL HEALTH CENTER,Rural Health Unit,4278,Government,BF CARNIVAL,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON DOS,+63 028714208
BAGBAGUIN HEALTH CENTER,Rural Health Unit,4311,Government,GENERAL LUIS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 165,
SITIO MALIGAYA (BACLARAN) HEALTH CENTER,Rural Health Unit,4349,Government,108 SITIO MALIGAYA,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,BACLARAN,+63 028538826
DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE (DIHMESCO HOSPITAL),Hospital,4355,Private,215 GEN. LUIS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,NAGKAISANG NAYON,+63 029374552
BATASAN HILLS ANNEX HEALTH CENTER,Rural Health Unit,4364,Government,"1 BILL STREET, TALANAY A",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BATASAN HILLS,
QUEENSBERRY HOSPITAL,Hospital,4385,Private,56 RAMIREZ STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,NOVALICHES PROPER,+63 024175827
MARULAS MEGA HEALTH CENTER,Rural Health Unit,4390,Government,TAMARAW HILLS,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,MARULAS,+63 022917284
ALABANG MEDICAL CLINIC - LAS PINAS BRANCH,Hospital,4395,Private,Alabang-Zapote Rd. cor. Mendoza St. Pelayo Village,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON UNO,+63 028742506
WELFAREVILLE HEALTH CENTER (MAIN),Rural Health Unit,4416,Government,BLOCK 13 WELFAREVILLE COMPOUND,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,ADDITION HILLS,
PULANG LUPA I HEALTH CENTER,Rural Health Unit,4435,Government,FRUTO SANTOS AVENUE CORNER NAGA ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,PULANG LUPA UNO,+63 028467604
SOUTH SUPERHIGHWAY MEDICAL CENTER,Hospital,4437,Private,"KM. 17, WEST SERVICE ROAD, SOUTH SUPER HIGHWAY",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,MARCELO GREEN VILLAGE,+63 028218452
SANTO NIÑO HEALTH CENTER,Rural Health Unit,4440,Government,B. SANTOS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,SANTO NI??O,
MERCEDES DE JOYA HEALTH CENTER,Rural Health Unit,4457,Government,DAPITAN STREET CORNER MAYON STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SANTA TERESITA,
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",Hospital,4475,Private,QUIRINO HIGHWAY,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,PASONG PUTIK PROPER (PASONG PUTIK),+63 029396042
ARMY GENERAL HOSPITAL,Hospital,4489,Government,,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,FORT BONIFACIO,
QUEZON INSTITUTE,Hospital,4499,Private,E. RODRIGUEZ SR. BOULEVARD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SANTOL,+63 027813761
LEVERIZA HEALTH CENTER,Rural Health Unit,4500,Government,LEVERIZA STREET CORNER GIL PUYAT AVENUE,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 23,+63 025265517
"CAPITOL MEDICAL CENTER, INC.",Hospital,4515,Private,SCOUT MAGBANUA CORNER PANAY AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,PALIGSAHAN,+63 023723825
MARIKINA HEIGHTS HEALTH CENTER,Rural Health Unit,4523,Government,"CAMPAGNAT STREET, COR EAST DRIVE ST.",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,MARIKINA HEIGHTS (CONCEPCION),+63 029346063
CENTRAL BICUTAN HEALTH CENTER OSANO,Rural Health Unit,4530,Government,PHASE 1,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,CENTRAL BICUTAN,
DR. E. ZARATE GENERAL HOSPITAL,Hospital,4579,Private,BLOCK 5 LOT 5 CRYSTAL STREET GOLDEN ACRES SUBDIVISION,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON SINGKO,+63 028060039
"P. GONZALES MEMORIAL HOSPITAL, INC.",Hospital,4582,Private,582 J.P. RIZAL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,MALANDAY,+63 029337231
SANGANDAAN HEALTH CENTER,Rural Health Unit,4617,Government,"PREMIUM STREET, GSIS VILLAGE",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SANGANDAAN,
AFP MEDICAL CENTER,Hospital,4639,Government,V. LUNA ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,PINYAHAN,+63 029211753
NEW BILIBID PRISON HOSPITAL,Hospital,4643,Government,BUREAU OF CORRECTION,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,POBLACION,+63 028500140
SANTA ANA HEALTH CENTER,Rural Health Unit,4652,Government,BONIFACIO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,SANTA ANA,
WEST REMBO HEALTH CENTER,Rural Health Unit,4661,Government,J.P. RIZAL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,WEST REMBO,+63 027525507
BARANGKA IBABA HEALTH CENTER,Rural Health Unit,4687,Government,P. OLIVEROS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,BARANGKA IBABA,+63 025333087
BUAYANG BATO HEALTH CENTER,Rural Health Unit,4688,Government,PIONEER STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,BUAYANG BATO,
HIGHWAY HILLS HEALTH CENTER,Rural Health Unit,4689,Government,34 MARIVELES STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,HIGHWAY HILLS,
ALABANG MEDICAL CLINIC,Hospital,4702,Private,297 T. MONTILLANO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,ALABANG,+63 028420684
ACEBEDO GENERAL HOSPITAL,Hospital,4706,Private,"849 GEN. LUIS STREET, BAGBAGUIN",,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,,+63 029835363
GAT ANDRES BONIFACIO MEMORIAL MEDICAL CENTER,Hospital,4708,Government,DELPAN STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,BARANGAY 12,+63 022454366
SAN DIONISIO HEALTH CENTER,Rural Health Unit,4710,Government,TRAMO STREET CORNER KABIHASNAN ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,SAN DIONISIO,+63 028209269
CAA-A HEALTH CENTER,Rural Health Unit,4711,Government,SAGING STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,B. F. INTERNATIONAL VILLAGE,+63 028202811
MOONWALK HEALTH CENTER,Rural Health Unit,4735,Government,"SAINT FRANCIS STREET, SAN AGUSTIN VILLAGE",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,MOONWALK,+63 028224815
VITALEZ HEALTH CENTER,Rural Health Unit,4750,Government,JAIME STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,VITALEZ,+63 028545016
KABAYANAN PUERICULTURE FAMILY PLANNING CENTER,Rural Health Unit,4762,Government,F. BLUMENTRITT STREET,1500,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",SAN JUAN,KABAYANAN,
OVERSEAS CONTRACT WORKERS GENERAL HOSPITAL,Hospital,4796,Private,39 TANDANG SORA AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,CULIAT,+63 029313529
SAN LAZARO HOSPITAL,Hospital,4799,Government,QUIRICADA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA CRUZ,BARANGAY 331,+63 027116120
STA. RITA DE BACLARAN HOSPITAL,Hospital,4803,Private,97 G. CRUZ STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAAQUE,BACLARAN,+63 028317005
ARSENIO H. LACSON HEALTH CENTER,Rural Health Unit,4806,Government,PLAZA HUGO STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,BARANGAY 884,+63 025634257
E. RODRIGUEZ HEALTH CENTER,Rural Health Unit,4807,Government,VIOLET ST. 11TH AVE. GRACE PARK,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 93,
PINEDA HEALTH CENTER,Rural Health Unit,4889,Government,"BANAAG STREET, PUROK 3",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,PINEDA,+63 026319364
EXCELLENT COMMUNITY CARE CENTER,Hospital,4927,Private,141 ROOSEVELT AVE.,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,PARAISO,+63 023746200
KALAWAAN HEALTH CENTER,Rural Health Unit,4954,Government,CAPTAIN SIXTO CUEVAS RESETTLEMENT,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,KALAWAAN,+63 026425648
AMPARO HEALTH CENTER,Rural Health Unit,4976,Government,,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 179,
CAA-C HEALTH CENTER,Rural Health Unit,4977,Government,MALUNGGAY ST.,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,B. F. INTERNATIONAL VILLAGE,+63 025480299
PIO DEL PILAR PUERICULTURE CENTER,Rural Health Unit,5021,Government,"SANTUICO STREET, PIO DEL PILAR",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,PIO DEL PILAR,+63 027500330
A. ZARATE GENERAL HOSPITAL,Hospital,5026,Private,ATLAS COMPOUND NAGA ROAD,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,PULANG LUPA UNO,+63 028746903
UP - PHILIPPINE GENERAL HOSPITAL,Hospital,5032,Government,TAFT AVENUE,1000,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,,+63 025548400
NORTH CALOOCAN DOCTORS HOSPITAL,Hospital,5050,Private,LOT 31 BLOCK 10 BANKERS VILLAGE 2 QUIRINO HI-WAY,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 184,+63 029615213
BATASAN HILLS SUPER HEALTH CENTER,Rural Health Unit,5074,Government,"2ND FLOOR, IBP ROAD CORNER COMMONWEALTH AVENUE",,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BATASAN HILLS,
GALAS HEALTH CENTER,Rural Health Unit,5075,Government,46 BAYANI STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SAN ISIDRO,
MARTINEZ MEMORIAL HOSPITAL,Hospital,5081,Private,198 A. MABINI STREET MAYPAJO,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 32,+63 022888661
SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.,Hospital,5084,Private,2772 ROXAS BOULEVARD,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 76,+63 028319731
BAGONG BARRIO ZONE I HEALTH CENTER,Rural Health Unit,5087,Government,MALOLOS AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 143,
BAGONG BARANGAY HEALTH CENTER,Rural Health Unit,5088,Government,WEST ZAMORA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,BARANGAY 842,+63 025630194
PUTATAN HEALTH CENTER (BAGONG LIPUNAN),Rural Health Unit,5090,Government,"HEALTH CENTER COMPLEX, NATIONAL ROAD CORNER BLISS",,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,PUTATAN,
THE MEDICAL CITY,Hospital,5104,Private,ORTIGAS AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,UGONG,+63 029881000
WORLD CITI MEDICAL CENTER,Hospital,5107,Private,960 AURORA BOULEVARD,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,BAGUMBUHAY,+63 029909262
BALANGKAS HEALTH CENTER,Rural Health Unit,5109,Government,SAMPAGUITA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,BALANGKAS,+63 024449226
STA. TERESITA GENERAL HOSPITAL,Hospital,5126,Private,100 D. TUAZON STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,SANTA TERESITA,+63 027319803
ISIDRO MENDOZA HEALTH CENTER,Rural Health Unit,5128,Government,2158 JESUS STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PANDACAN,BARANGAY 848,+63 025633273
PASAY CITY HEALTH OFFICE,Rural Health Unit,5130,Government,F.B. HARRISON STREET,1300,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,BARANGAY 70,+63 028318201
CUPANG HEALTH CENTER,Rural Health Unit,5149,Government,PUROK 5,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,CUPANG,+63 028503367
GOLDEN ACRES HEALTH CENTER,Rural Health Unit,5164,Government,MARCOS ALVAREZ AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIAS,TALON UNO,+63 028011868
CALAANAN HEALTH CENTER,Rural Health Unit,5172,Government,113 NADURATA STREET CORNER 7TH AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 57,
TONDO FORESHORE HEALTH CENTER,Rural Health Unit,5173,Government,PACHECO STREET CORNER SANTA FE,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,,+63 022545760
A.A. ZAPA HEALTH CENTER,Rural Health Unit,5181,Government,21 J.P. RIZAL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 34,
PACO HEALTH CENTER,Rural Health Unit,5183,Government,1427 PRES. QUIRINO AVENUE EXENSION,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",PACO,BARANGAY 682,+63 025632321
NAGPAYONG SUPER HEALTH CENTER,Rural Health Unit,5193,Government,ELIAS STREET CENTENNIAL II NAGPAYONG,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,PINAGBUHATAN,
ST. VINCENT HOSPITAL,Hospital,5205,Private,35 BAYAN-BAYANAN AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,CONCEPCION UNO,+63 029417320
I. LOPEZ HEALTH CENTER,Rural Health Unit,5206,Government,M. GONZAGA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,HAGDANG BATO ITAAS,
BO. OBRERO HEALTH CENTER,Rural Health Unit,5236,Government,3216 NARRA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",TONDO I / II,BARANGAY 199,+63 023655236
TATALON HEALTH CENTER,Rural Health Unit,5247,Government,33 VICTORY AVENUE,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,TATALON,+63 027326283
MASAMBONG HEALTH CENTER,Rural Health Unit,5248,Government,8 MALAC STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,MASAMBONG,
TALIPAPA HEALTH CENTER,Rural Health Unit,5258,Government,"BAYABAS STREET, ROAD 8, GSIS TALIPAPA",,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",KALOOKAN CITY,BARANGAY 164,
ROSARIO REYES HEALTH CENTER,Rural Health Unit,5279,Government,627 SAN ANDRES,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,,+63 025597798
"THE FAMILY CLINIC, INC.",Hospital,5281,Private,1474 MARIA CLARA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,,+63 027312901
VALENZUELA HEALTH CENTER,Rural Health Unit,5290,Government,1695 BALER STREET CORNER PILILIA STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,VALENZUELA,+63 028995631
KAPASIGAN HEALTH CENTER,Rural Health Unit,5301,Government,1 DR. PILAPIL STREET,,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,KAPASIGAN,+63 025656642
MANILA NAVAL HOSPITAL,Hospital,5304,Government,,,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG,FORT BONIFACIO,
