Facility Name,Type,Health Facility Code,Classification,Street Name and #,Zip Code,,Barangay Name,Landline Number,lon,lat,Barangay,level, PRCP, BedSpace, OpRoom, RecRoom, MatWard, IsoRoom, dental, blood, pathology, radiology, pharmacy, CMDCDH_2, Spec1, ICU, NICU, HRPU, RTS, TerClin, MobX, Teach_3, PRU, ASC, Dialysis, BBank, Hispa, radiology3
I. LOPEZ HEALTH CENTER,Rural Health Unit,5206,Government,M. GONZAGA STREET,,MANDALUYONG,HAGDANG BATO ITAAS,,121.0305365,14.5897313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO. OBRERO HEALTH CENTER,Rural Health Unit,5236,Government,3216 NARRA STREET,,MANILA,BARANGAY 199,+63 023655236,120.9791609,14.6352965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATALON HEALTH CENTER,Rural Health Unit,5247,Government,33 VICTORY AVENUE,,QUEZON ,TATALON,+63 027326283,121.0142954,14.6211207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MASAMBONG HEALTH CENTER,Rural Health Unit,5248,Government,8 MALAC STREET,,QUEZON ,MASAMBONG,,121.011584,14.640704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TALIPAPA HEALTH CENTER,Rural Health Unit,5258,Government,"BAYABAS STREET, ROAD 8, GSIS TALIPAPA",,CALOOCAN ,BARANGAY 164,,121.0177415,14.6893997,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENZUELA HEALTH CENTER,Rural Health Unit,5290,Government,1695 BALER STREET CORNER PILILIA STREET,,MAKATI,VALENZUELA,+63 028995631,121.0241925,14.571361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAPASIGAN HEALTH CENTER,Rural Health Unit,5301,Government,1 DR. PILAPIL STREET,,PASIG,KAPASIGAN,+63 025656642,121.0762296,14.564493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANILA NAVAL HOSPITAL,Hospital,5304,Government,,,TAGUIG,FORT BONIFACIO,,121.0503183,14.5408671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZANIGA HEALTH CENTER,Rural Health Unit,5317,Government,LERMA STREET CORNER J. VICENCIO STREET,,MANDALUYONG,NEW ZA??IGA,,121.0359174,14.5794443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLOONG HEALTH CENTER,Rural Health Unit,5323,Government,,,VALENZUELA,COLOONG,+63 024433914,120.9452758,14.7256728,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MALANDAY HEALTH CENTER,Rural Health Unit,5330,Government,"MULTI PURPOSE BUILDING, BULELAK STREET",,MARIKINA,MALANDAY,,121.0978656,14.6499081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BACOOD HEALTH CENTER,Rural Health Unit,5338,Government,DALISAY CORNER LAKAS STREET,,MANILA,BARANGAY 803,+63 027146869,121.0008955,14.572508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAGBAG HEALTH CENTER,Rural Health Unit,5339,Government,18 PAROKYA NG PAGKABUHAY ROAD,,QUEZON ,BAGBAG,,121.0310552,14.6965445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEDRO GIL HEALTH CENTER,Rural Health Unit,5342,Government,"1423 A. FRANCISCO CORNER PERLITA STREET, SAN ANDRES, BUKID",,MANILA,BARANGAY 803,+63 025637866,121.0008955,14.572508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPANG PANGAKO HEALTH CENTER,Rural Health Unit,5357,Government,"PHASE 1, LUPANG PANGAKO",,QUEZON ,PAYATAS,,121.09935,14.7091169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEASANT HILLS HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,5367,Government,PHOENIX COMPOUND NUEVE DE PEBRERO CORNER T. EVANGELISTA STREET,,MANDALUYONG,PLEASANT HILLS,,121.0413936,14.5882374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD BALARA HEALTH CENTER,Rural Health Unit,5406,Government,182 TANDANG SORA AVENUE,,QUEZON ,MATANDANG BALARA,+63 029310314,121.0627109,14.6662724,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POBLACION HEALTH CENTER,Rural Health Unit,5407,Government,A. MABINI STREET,,MAKATI,POBLACION,+63 028995014,121.0313318,14.5688163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCCORRO HEALTH CENTER,Rural Health Unit,5472,Government,15TH AVENUE,,QUEZON ,SOCORRO,,121.0601726,14.6188239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BERNARDINO GENERAL HOSPITAL CORPORATION I,Hospital,5521,Private,680 QUIRINO HIGHWAY,,QUEZON ,SAN BARTOLOME,+63 024186711,121.0317562,14.6953309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN ISIDRO HEALTH CENTER,Rural Health Unit,5582,Government,FORD CORNER MARCONI STREET,,MAKATI,SAN ISIDRO,+63 028876305,121.000397,14.555763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAGUMBAYAN HEALTH CENTER,Rural Health Unit,5601,Government,MANUEL L. QUEZON STREET,,TAGUIG,BAGUMBAYAN,,121.0550093,14.4770279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. RODRIGUEZ HEALTH CENTER,Rural Health Unit,5625,Government,150 PAJO STREET,,QUEZON ,QUIRINO 2-B,+63 029212748,121.0614584,14.6331408,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANDALUYONG  MEDICAL CENTER,Hospital,5688,Government,BONI AVENUE,,MANDALUYONG,PLAINVIEW,,121.0408376,14.575917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIELITO HEALTH CENTER,Rural Health Unit,5700,Government,CIELITO HOMES SUBDIVISION,,CALOOCAN ,BARANGAY 177,+63 029616962,121.0496742,14.7496082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETTY GO BELMONTE SUPER HEALTH CENTER,Rural Health Unit,5754,Government,ARTILLERY ROAD,,QUEZON ,HOLY SPIRIT,,121.0719152,14.679756,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSPITAL NG MAKATI,Hospital,5830,Government,SAMPAGUITA STREET CORNER GUMAMELA STREET,,MAKATI,PEMBO,+63 028826316,121.0614602,14.5461644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN VICENTE HEALTH CENTER,Rural Health Unit,5884,Government,26 MAAYUSIN EXTENSION,,QUEZON ,SAN VICENTE,,121.0557259,14.6533887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAUWAY HEALTH CENTER AND LYING IN CLINIC,Rural Health Unit,5915,Government,BARANGKA DRIVE CORNER 9 DE PEBRERO,,MANDALUYONG,MAUWAY,,121.0442497,14.57895,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUNG CENTER OF THE PHILIPPINES,Hospital,6028,Government,QUEZON AVENUE EXTENSION,,QUEZON ,CENTRAL,+63 029275643,121.0437003,14.6760413,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARIA LOURDES MATERNITY HOSPITAL,Hospital,6030,Private,1076 CHINO ROCES AVENUE CORNER SOLCHUAGA,,MAKATI,,+63 028953846,121.0244452,14.554729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONAL CHILDRENS HOSPITAL,Hospital,6046,Government,264 E. RODRIGUEZ SR. BOULEVARD,,QUEZON ,DAMAYANG LAGI,+63 027240656,121.0224899,14.6211893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BABARAN-ECHAVEZ MEDICAL & PSYCHIATRIC CLINIC,Hospital,394,Private,1125 AMPARO STREET,,MUNTINLUPA,POBLACION,+63 028613066,121.0499441,14.389283,POBLACION,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAESA ADVENT POLYCLINIC & GENERAL HOSPITAL,Hospital,416,Private,"238 RETIRO STREET, BAESA ROAD 1400",,CALOOCAN ,BARANGAY 158,,121.0058057,14.6713258,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERMUDEZ POLYMEDIC HOSPITAL,Hospital,429,Private,"391 MALARIA ROAD, ZONE 6 DISTRICT 1 TALA",,CALOOCAN ,BARANGAY 185,+63 029613229,121.0757883,14.7694849,BARANGAY 185,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRUZ-DALIDA MATERNITY HOSPITAL,Hospital,462,Private,"1025 F. SALVADOR, JORDAN PLAINS",,QUEZON ,SANTA MONICA,+63 024174080,121.0475412,14.7149229,SANTA MONICA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DR. MONTANO G. RAMOS HOSPITAL,Hospital,508,Private,46 BUKIDNON STREET,,QUEZON ,RAMON MAGSAYSAY,+63 029276628,120.9992887,14.6670574,BAHAY TORO,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KC CALDERON HOSPITAL,Hospital,600,Private,,,VALENZUELA,HEN. T. DE LEON,+63 022913721,120.9923524,14.6862878,HEN. T. DE LEON,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAGUIG DOCTORS HOSPITAL,Hospital,6084,Private,184 M.L. QUEZON STREET,,TAGUIG,BAGUMBAYAN,+63 028370178,121.0632537,14.4989545,BAGUMBAYAN,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARKVIM HOSPITAL,Hospital,6580,Private,DAHLIA STREET ALAR SUBD.,,CALOOCAN ,BARANGAY 177,+63 029615302,121.0496742,14.7496082,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NODADO GENERAL HOSPITAL,Hospital,7981,Private,23 ZABARTE SUBDIVISION,,QUEZON ,KALIGAYAHAN,+63 024171376,121.0485482,14.7375265,NOVALICHES PROPER,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIAN FAMILY HOSPITAL II,Hospital,23751,Private,"QUIRINO HIGHWAY, NOVALICHES",,QUEZON ,NOVALICHES PROPER,+63 024543433,121.0397282,14.7204007,NOVALICHES PROPER,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIAN FAMILY HOSPITAL,Hospital,25836,Private,"QUIRINO HIGHWAY, TALIPAPA",,QUEZON ,TALIPAPA,,121.026035,14.6856884,UGONG,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PASOLO MATERNITY AND MEDICAL CLINIC, INC.",Hospital,702,Private,152 PASOLO ROAD,,VALENZUELA,PASOLO,+63 022922753,120.9578278,14.6991952,PASOLO,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN ROQUE MEDICAL CLINIC,Hospital,740,Private,249 T. MONTILLANO STREET,,MUNTINLUPA,ALABANG,+63 028422950,121.049572,14.41894,ALABANG,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN RAMON HOSPITAL,Hospital,1794,Private,"38 GEN. ORDOÑEZ STREET, RANCHO ESTATE IV",,MARIKINA,CONCEPCION DOS,+63 029418040,121.119734,14.6403897,CONCEPCION DOS,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VALDEZ PADRON HOSPITAL,Hospital,3140,Private,"12 MARIANO STREET, GULOD",,QUEZON ,GULOD,+63 024199339,121.0397428,14.7118372,NOVALICHES PROPER,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIAN FAMILY HOSPITAL,Hospital,4135,Private,4041 QUE GRANDE STREET,,VALENZUELA,UGONG,+63 024543433,121.0144633,14.6965791,UGONG,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIVINE HEART MEDICAL SERVICE AND DEVELOPMENT COOPERATIVE (DIHMESCO HOSPITAL),Hospital,4355,Private,215 GEN. LUIS STREET,,QUEZON ,NAGKAISANG NAYON,+63 029374552,121.0234757,14.719623,NOVALICHES PROPER,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAN LORENZO HOSPITAL HEALTH MANAGEMENT CO., INC.",Hospital,4475,Private,QUIRINO HIGHWAY,,QUEZON ,PASONG PUTIK PROPER (PASONG PUTIK),+63 029396042,121.0496349,14.7212565,BARANGAY  24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANN FRANCIS MOTHER AND CHILD HOSPITAL,Hospital,5316,Private,606 QUIRINO HIGHWAY,,QUEZON ,BAGBAG,+63 029389424,121.0178834,14.6788782,NOVALICHES PROPER,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALABANG MEDICAL CENTER,Hospital,403,Private,ALABANG-ZAPOTE ROAD,,MUNTINLUPA,ALABANG,+63 028508719,121.0394037,14.4214679,ALABANG,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASIAN HOSPITAL AND MEDICAL CENTER,Hospital,410,Private,"2205 CIVIC DRIVE, FILINVEST CORPORATE ",,MUNTINLUPA,ALABANG,+63 027719000,121.0476194,14.4170343,ALABANG,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CASAUL GENERAL HOSPITAL INC.,Hospital,443,Private,16 TANDANG SORA AVENUE,,QUEZON ,SANGANDAAN,+63 029301190,121.021289,14.679801,NOVALICHES PROPER,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MARIKINA VALLEY MEDICAL CENTER,Hospital,648,Private,"SUMULONG HIGHWAY, COR. AGUINALDO STREET",,MARIKINA,SANTO NI??O,+63 026822222,121.1035817,14.63457,SANTO NI??O,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ST. LUKE'S MEDICAL CENTER-GLOBAL ,Hospital,7987,Private,"BLOCK 16 LOT 18, CRESCENT PARK, RIZAL DRIVE, CORNER 32ND STREET BONIFACIO GLOBAL ",,TAGUIG,FORT BONIFACIO,+63 027897700,121.0503183,14.5408671,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"ST. ANTHONY MEDICAL CENTER OF MARIKINA, INC.",Hospital,13518,Private,32 MANILA EXTENSION COR. BETELNUT STREET,,MARIKINA,SAN ROQUE,,121.1152301,14.649351,SAN ROQUE,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
COMMONWEALTH HOSPITAL AND MEDICAL CENTER,Hospital,23752,Private,"LOT 3 AND 4, BLK. 3 NEOPOLITAN BUSINESS PARK, REGALADO HIGHWAY",,QUEZON ,GREATER LAGRO,+63 029300000,121.0612124,14.7291876,NOVALICHES PROPER,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ST. CAMILLUS MEDICAL CENTER,Hospital,24433,Private,116 E. AMANG RODRIGUEZ AVENUE,1600,PASIG,SANTOLAN,+63 026453741,121.0922974,14.6022345,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PERPETUAL HELP HOSPITAL,Hospital,710,Private,1504 LAON-LAAN STREET,1008,MANILA,BARANGAY 470,+63 027318177,120.9731279,14.6406745,BARANGAY 470,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ST. CLARE'S MEDICAL CENTER,Hospital,758,Private,1838 DIAN STREET,,MAKATI,PALANAN,+63 028316511,121.0028217,14.5605587,PALANAN,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Q.C. ST. AGNES GENERAL HOSPITAL, INC.",Hospital,3416,Private,241 ROOSEVELT AVENUE SAN FRANCISCO DEL MONTE,,QUEZON ,SAN ANTONIO,+63 023742769,121.0173875,14.6460813,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
STA. TERESITA GENERAL HOSPITAL,Hospital,5126,Private,100 D. TUAZON STREET,,QUEZON ,SANTA TERESITA,+63 027319803,120.9655157,14.6085994,,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CHINESE GENERAL HOSPITAL AND MEDICAL CENTER,Hospital,446,Private,286 BLUMENTRIT STREET,1003,MANILA,BARANGAY 372,+63 027114141,120.9855947,14.6240548,BARANGAY 372,4,,,,,,,,,,,,,,,,,,,,,,,,,,
DR. JESUS C. DELGADO MEMORIAL HOSPITAL,Hospital,496,Private,7 KAMUNING ROAD,,QUEZON ,KAMUNING,+63 029244051,121.0346058,14.6275302,KAMUNING,4,,,,,,,,,,,,,,,,,,,,,,,,,,
MAKATI MEDICAL CENTER,Hospital,637,Private,"2 AMORSOLO, LEGASPI VILLAGE",,MAKATI,SAN LORENZO,+63 028888999,121.0220487,14.5374923,PALANAN,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"MARY CHILES GENERAL HOSPITAL, INC.",Hospital,650,Private,667 GASTAMBIDE STREET,1008,MANILA,BARANGAY 404,+63 027413941,120.990007,14.6039835,BARANGAY 404,4,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVALICHES GENERAL HOSPITAL,Hospital,7516,Private,793 QUIRINO HIGHWAY,,QUEZON ,GULOD,+63 024185900,121.0389009,14.7094666,NOVALICHES PROPER,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. MARTIN DE PORRES CHARITY HOSPITAL,Hospital,778,Private,70 A. BONIFACIO STREET,1500,SAN JUAN,KABAYANAN,+63 027230741,121.031444,14.598988,KABAYANAN,4,,,,,,,,,,,,,,,,,,,,,,,,,,
UNITED DOCTORS MEDICAL CENTER,Hospital,797,Private,290 ESPANA CORNER 6TH N. RAMIREZ STREET,,QUEZON ,DON MANUEL,+63 027123640,121.0041596,14.6152463,DON MANUEL,4,,,,,,,,,,,,,,,,,,,,,,,,,,
METROPOLITAN MEDICAL CENTER,Hospital,3281,Private,1357 G. MASANGKAY STREET,1012,MANILA,,+63 022550401,120.979214,14.609235,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
ST. LUKES MEDICAL CENTER,Hospital,3522,Private,279 E. RODRIGUEZ SR. BOULEVARD,,QUEZON ,KALUSUGAN,+63 027230101,121.023238,14.622527,E. RODRIGUEZ,4,,,,,,,,,,,,,,,,,,,,,,,,,,
MANILA DOCTORS HOSPITAL,Hospital,3999,Private,667 UNITED NATIONS AVENUE,1000,ERMITA,BARANGAY 667,+63 025243011,120.982415,14.581165,BARANGAY 667,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"CAPITOL MEDICAL CENTER, INC.",Hospital,4515,Private,SCOUT MAGBANUA CORNER PANAY AVENUE,,QUEZON ,PALIGSAHAN,+63 023723825,121.0232748,14.6339149,SOUTH TRIANGLE,4,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN JUAN DE DIOS EDUCATIONAL FOUNDATION INC.,Hospital,5084,Private,2772 ROXAS BOULEVARD,1300,PASAY ,BARANGAY 76,+63 028319731,120.9939055,14.5439451,BARANGAY  76,4,,,,,,,,,,,,,,,,,,,,,,,,,,
THE MEDICAL ,Hospital,5104,Private,ORTIGAS AVENUE,,PASIG,UGONG,+63 029881000,121.0768376,14.5897041,UGONG,4,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD CITI MEDICAL CENTER,Hospital,5107,Private,960 AURORA BOULEVARD,,QUEZON ,BAGUMBUHAY,+63 029909262,121.063374,14.627197,AURORA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"THE FAMILY CLINIC, INC.",Hospital,5281,Private,1474 MARIA CLARA STREET,,MANILA,,+63 027312901,120.9930266,14.619871,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY OF THE EAST RAMON MAGSAYSAY MEMORIAL MEDICAL CENTER INC.,Hospital,5683,Private,"AURORA BOULEVARD, DONA IMELDA",,QUEZON ,DO??A IMELDA,+63 027161853,121.0437003,14.6760413,AURORA,4,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAMEN'S HOSPITAL,Hospital,5687,Private,CABILDO STREET CORNER VICTORIA STREET,1000,MANILA,BARANGAY 657,+63 025271116,120.9771906,14.5883885,BARANGAY 657,4,,,,,,,,,,,,,,,,,,,,,,,,,,
MCU-FDT MEDICAL FOUNDATION HOSPITAL,Hospital,5738,Private,"SAMSON ROAD, EDSA",,CALOOCAN ,BARANGAY 81,+63 023672031,120.984929,14.6572673,,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"FATIMA UNIVERSITY MEDICAL CENTER, CORP.",Hospital,6013,Private,120 MC ARTHUR HIGHWAY,,VALENZUELA,HEN. T. DE LEON,,120.9840838,14.6655606,HEN. T. DE LEON,4,,,,,,,,,,,,,,,,,,,,,,,,,,
"MANILA ADVENTIST MEDICAL CENTER AND COLLEGES, INC.",Hospital,6034,Private,1975 DONADA STREET,1300,PASAY ,BARANGAY 35,+63 025259191,120.9957,14.555854,BARANGAY  35,4,,,,,,,,,,,,,,,,,,,,,,,,,,
DE OCAMPO MEMORIAL MEDICAL CENTER,Hospital,469,Private,2921 NAGTAHAN STREET SANTA MESA,,MANILA,,+63 027151891,120.9842195,14.5995124,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
DR. MIRANDO C. UNCIANO SR. MEDICAL CENTER,Hospital,507,Private,V. MAPA STREET SANTA MESA,,MANILA,,+63 027167291,120.9842195,14.5995124,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
FAIRVIEW GENERAL HOSPITAL,Hospital,546,Private,"LOT 20 FAIRVIEW AVENUE, CORNER MERCURY STREET",,QUEZON ,FAIRVIEW,+63 029399689,121.0351681,14.6729695,FAIRVIEW,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JAVILLONAR CLINIC & HOSPITAL,Hospital,581,Private,#73 DR. PILAPIL STREET,,PASIG,SAGAD,+63 026412303,121.078279,14.565285,SAGAD,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOHN PAUL HOSPITAL,Hospital,585,Private,MARIANO PONCE COR. TIRAD PASS STREET,,CALOOCAN ,BARANGAY 135,+63 023618959,120.9922924,14.6591688,BARANGAY  26,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"LADY OF LOURDES HOSPITAL OF CAYBIGA, INC.",Hospital,608,Private,GEN. LUIS STREET CAYBIGA,,CALOOCAN ,BARANGAY 166,+63 029835582,121.0128161,14.7194904,BARANGAY  15,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"JP SIOSON GENERAL HOSPITAL AND COLLEGES, INC",Hospital,7081,Private,"75 BUKIDNON STREET, BAGO BANTAY",,QUEZON ,RAMON MAGSAYSAY,+63 029275643,120.9992887,14.6670574,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
ALABANG MEDICAL CLINIC - MUNTINLUPA BRANCH,Hospital,7497,Private,NUMBER 1 NATIONAL ROAD,,MUNTINLUPA,PUTATAN,+63 028611135,121.0457638,14.4136849,PUTATAN,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
GARCIA GENERAL HOSPITAL,Hospital,7507,Private,"49 BAYAN-BAYANAN AVENUE, MARIKINA HEIGHTS",,MARIKINA,MARIKINA HEIGHTS (CONCEPCION),+63 029415511,121.1140247,14.6687369,MARIKINA HEIGHTS (CONCEPCION),2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
STA. MONICA GENERAL HOSPITAL,Hospital,7524,Private,138 A. BONIFACIO AVENUE,,MARIKINA,TAÑONG,+63 029978819,121.080871,14.6323924,TA�ONG,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
NODADO GENERAL HOSPITAL,Hospital,7981,Private,23 ZABARTE SUBDIVISION,,QUEZON ,KALIGAYAHAN,+63 024171376,121.0485482,14.7375265,BARANGAY 175,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
DR. MONTANO G. RAMOS GENERAL HOSPITAL,Hospital,7993,Private,141 MINDANAO AVE.,,QUEZON ,BAHAY TORO,+63 024533952,121.0322577,14.6773099,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
ST. CHRISTIANA MATERNITY HOSPITAL,Hospital,23753,Private,"3338 MAGSAYSAY AVE., KARANGALAN VILLAGE",1611,PASIG,MANGGAHAN,+63 026828751,121.0936983,14.6018872,MANGGAHAN,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
MARY IMMACULATE HOSPITAL,Hospital,651,Private,E. RODRIGUEZ AVENUE,,PASIG,BAGONG ILOG,+63 026713928,121.0871138,14.592746,BAGONG ILOG,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
MCPC ST THERESE OF LISIEUX DOCTORS HOSPITAL,Hospital,654,Private,ARMAL BLDG. C. RAYMUNDO AVENUE,,PASIG,MAYBUNGA,+63 023851579,121.0861566,14.5783479,MAYBUNGA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
PERPETUAL SUCCOR HOSPITAL AND MATERNITY INC.,Hospital,711,Private,836 FLORENTINO CAYCO STREET,1008,MANILA,BARANGAY 457,+63 027311631,120.9928039,14.6075389,BARANGAY 457,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
ST. VICTORIA HOSPITAL,Hospital,774,Private,444 J.P. RIZAL STREET LAMUAN,,MARIKINA,MALANDAY,+63 029422022,121.0943958,14.647586,MALANDAY,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
UNCIANO GENERAL HOSPITAL,Hospital,795,Private,393 BONI AVENUE,,MANDALUYONG,MALAMIG,+63 025336565,121.040997,14.5759382,MALAMIG,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.",Hospital,806,Private,"23 BUENAMAR STREET, BUENAMAR SUBDIVISION",,QUEZON ,NOVALICHES PROPER,+63 029301622,121.0378102,14.720093,NOVALICHES PROPER,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
